TeamID	WikiPages
874	Team:Amsterdam/maarten/basecss
874	Team:Amsterdam/maarten/canvas-tools.js
874	Team:Amsterdam/maarten/canvas-tools.src.js
874	Team:Amsterdam/maarten/css
874	Team:Amsterdam/maarten/exporting.js
874	Team:Amsterdam/maarten/exporting.src
874	Team:Amsterdam/maarten/exporting.src.js
874	Team:Amsterdam/maarten/highcharts.js
874	Team:Amsterdam/maarten/jit
874	Team:Amsterdam/maarten/linechart
874	Team:Amsterdam/maarten/linechart/scripts/numeric.js
874	Team:Amsterdam/maarten/linechart2
874	Team:Amsterdam/maarten/numeric.js
874	Team:Amsterdam/maarten/slides.min.jquery.js
874	Team:Amsterdam/maarten/sunburstcss
874	Team:Amsterdam/maarten/test
874	Team:Amsterdam/maarten/test/
874	Team:Amsterdam/maarten/toolscripts
874	Team:Amsterdam/maarten/wall.js
874	Team:Amsterdam/mathjax
874	Team:Amsterdam/modeling
874	Team:Amsterdam/modeling/FP
874	Team:Amsterdam/modeling/generaldesign
874	Team:Amsterdam/modeling/introduction
874	Team:Amsterdam/modeling/odemodel
874	Team:Amsterdam/modeling/testpage
874	Team:Amsterdam/modeling/testpage2
874	Team:Amsterdam/mstylesheet
874	Team:Amsterdam/outreach/handout
874	Team:Amsterdam/parts/
874	Team:Amsterdam/practices/conclusion
874	Team:Amsterdam/practices/methods
874	Team:Amsterdam/practices/overview
874	Team:Amsterdam/practices/results
874	Team:Amsterdam/project/
874	Team:Amsterdam/project/FAQ/
874	Team:Amsterdam/project/achievements/
874	Team:Amsterdam/project/applications/
874	Team:Amsterdam/project/applications/global challenges
874	Team:Amsterdam/project/applications/main applications
874	Team:Amsterdam/project/background/
874	Team:Amsterdam/project/biobricks
874	Team:Amsterdam/project/characterization experiments/
874	Team:Amsterdam/project/description
874	Team:Amsterdam/project/diary/
874	Team:Amsterdam/project/diary/lab
874	Team:Amsterdam/project/diary/modelling
874	Team:Amsterdam/project/diary/outreach
874	Team:Amsterdam/project/diary/tool
874	Team:Amsterdam/project/diary/wiki
874	Team:Amsterdam/project/features and applications
874	Team:Amsterdam/project/flashPOC1
874	Team:Amsterdam/project/gibson assembly/
874	Team:Amsterdam/project/growthcurves
874	Team:Amsterdam/project/growthrates
874	Team:Amsterdam/project/introduction/
874	Team:Amsterdam/project/lab setbacks/
874	Team:Amsterdam/project/mechanism/
874	Team:Amsterdam/project/molecular design
874	Team:Amsterdam/project/presentation/
874	Team:Amsterdam/project/protocols/
874	Team:Amsterdam/project/protocols/transformation dh5 alpha
874	Team:Amsterdam/safety/components
874	Team:Amsterdam/safety/questions
874	Team:Amsterdam/scripts/mathscribe/jqmath-0.2.0.css
874	Team:Amsterdam/scripts/mathscribe/jqmath-etc-0.2.0.min.js
874	Team:Amsterdam/scripts/modelling/model.js
874	Team:Amsterdam/shadow/
874	Team:Amsterdam/shadow/blog
874	Team:Amsterdam/shadow/glossary
874	Team:Amsterdam/shadow/graphs/test
874	Team:Amsterdam/shadow/index.html
874	Team:Amsterdam/shadow/members
874	Team:Amsterdam/shadow/modelPage
874	Team:Amsterdam/shadow/modeling/model1
874	Team:Amsterdam/shadow/project/overview
874	Team:Amsterdam/shadow/project/workflow
874	Team:Amsterdam/shadow/test
874	Team:Amsterdam/slagter/
874	Team:Amsterdam/software/
874	Team:Amsterdam/software/construct designer/
874	Team:Amsterdam/software/designer/future perspective
874	Team:Amsterdam/software/designer/manual
874	Team:Amsterdam/software/designer/setup
874	Team:Amsterdam/software/logbook designer/future perspective
874	Team:Amsterdam/software/logbook designer/manual
874	Team:Amsterdam/software/logbook designer/setup
874	Team:Amsterdam/software/logbook designer/webtool
874	Team:Amsterdam/software/mdl2latex/
874	Team:Amsterdam/stylesheet.css
874	Team:Amsterdam/summary
874	Team:Amsterdam/tania/shadow/
874	Team:Amsterdam/team/
874	Team:Amsterdam/team/advisors
874	Team:Amsterdam/team/advisors/
874	Team:Amsterdam/team/members
874	Team:Amsterdam/team/members/
874	Team:Amsterdam/temp
874	Team:Amsterdam/temp.php
874	Team:Amsterdam/temp2
874	Team:Amsterdam:Common.js
891	Team:Arizona State
891	Team:Arizona State/Accomplishments
891	Team:Arizona State/Acknowledgments
891	Team:Arizona State/Attributions
891	Team:Arizona State/Bio
891	Team:Arizona State/Chimeric Reporter
891	Team:Arizona State/Community
891	Team:Arizona State/Data
891	Team:Arizona State/Ethical Conditions
891	Team:Arizona State/FieldApplications
891	Team:Arizona State/FollowUs
891	Team:Arizona State/HPModeling
891	Team:Arizona State/HPoverview
891	Team:Arizona State/Highschool Outreach
891	Team:Arizona State/Home
891	Team:Arizona State/Human Practices
891	Team:Arizona State/International
891	Team:Arizona State/Judging Criteria
891	Team:Arizona State/LabNotebook/Hyder
891	Team:Arizona State/Magainin
891	Team:Arizona State/Main Results
891	Team:Arizona State/Media
891	Team:Arizona State/Modeling
891	Team:Arizona State/Notebook
891	Team:Arizona State/Notebook/hyder
891	Team:Arizona State/NotebookView
891	Team:Arizona State/Overview
891	Team:Arizona State/Parts
891	Team:Arizona State/Photos
891	Team:Arizona State/Problem
891	Team:Arizona State/Project
891	Team:Arizona State/References
891	Team:Arizona State/Regional Jamboree
891	Team:Arizona State/Safety
891	Team:Arizona State/Sitemap
891	Team:Arizona State/Team
891	Team:Arizona State/Template:ASU-Team-Style
891	Team:Arizona State/Template:Header
891	Team:Arizona State/Template:Menu
891	Team:Arizona State/Template:NBCalendar
891	Team:Arizona State/Template:Test
891	Team:Arizona State/Template:media table line
891	Team:Arizona State/Template:test
891	Team:Arizona State/Template:twitter
891	Team:Arizona State/Templates/footer
891	Team:Arizona State/Templates/main
891	Team:Arizona State/Templates/sidebar2
891	Team:Arizona State/University
891	Team:Arizona State/University Outreach
891	Team:Arizona State/flexslider.css
891	Team:Arizona State/flexslider.min.js
891	Team:Arizona State/sitemap
891	Team:Arizona State/ssDNA
891	Team:Arizona State/stuff
891	Team:Arizona State/template header
891	Team:Arizona State E/Template:Header
939	Team:Arizona State E/Template:Header
734	Team:Austin Texas
734	Team:Austin Texas/Attributions
734	Team:Austin Texas/Caffeinated coli
734	Team:Austin Texas/Decaffeinated coli
734	Team:Austin Texas/Gibson cloning
734	Team:Austin Texas/Modeling
734	Team:Austin Texas/Notebook
734	Team:Austin Texas/Parts
734	Team:Austin Texas/Plasmids and Strains
734	Team:Austin Texas/Project
734	Team:Austin Texas/Refactored Decaffeination Operon
734	Team:Austin Texas/Safety
734	Team:Austin Texas/Spinach reporter
734	Team:Austin Texas/Strains
734	Team:Austin Texas/Team
734	Team:Austin Texas/Using the iGEM parts kit
734	Team:Austin Texas/Week of August 13 to August 19
734	Team:Austin Texas/Week of August 20 to August 26
734	Team:Austin Texas/Week of August 27 to September 2
734	Team:Austin Texas/Week of August 6 to August 12
734	Team:Austin Texas/Week of July 16 to July 22
734	Team:Austin Texas/Week of July 23 to July 29
734	Team:Austin Texas/Week of July 2 to July 8
734	Team:Austin Texas/Week of July 2 to July 9
734	Team:Austin Texas/Week of July 30 to August 5
734	Team:Austin Texas/Week of July 9 to July 15
734	Team:Austin Texas/Week of June 18 to June 24
734	Team:Austin Texas/Week of June 18 to June 25
734	Team:Austin Texas/Week of June 25 to July 1
734	Team:Austin Texas/Week of June 25 to July 2
734	Team:Austin Texas/ZombiE coli
923	Team:BAU-Indonesia
923	Team:BAU-Indonesia/Abstract
923	Team:BAU-Indonesia/Achievements
923	Team:BAU-Indonesia/Attributions
923	Team:BAU-Indonesia/BioBricks
923	Team:BAU-Indonesia/Modeling
923	Team:BAU-Indonesia/Modelling
923	Team:BAU-Indonesia/Notebook
923	Team:BAU-Indonesia/Parts
923	Team:BAU-Indonesia/Project
923	Team:BAU-Indonesia/ProjectDesc
923	Team:BAU-Indonesia/Safety
923	Team:BAU-Indonesia/Team
923	Team:BAU-Indonesia/css
900	Team:Berkeley
900	Team:Berkeley/Attributions
900	Team:Berkeley/Contributions
900	Team:Berkeley/Judging
900	Team:Berkeley/Modeling
900	Team:Berkeley/Notebook
900	Team:Berkeley/Notebooks
900	Team:Berkeley/Parts
900	Team:Berkeley/Project
900	Team:Berkeley/Project/Automation
900	Team:Berkeley/Project/Construction
900	Team:Berkeley/Project/Localization
900	Team:Berkeley/Project/Localization/PromoterLibrary
900	Team:Berkeley/Project/TargetingandPromoters
900	Team:Berkeley/Project/Zippers
900	Team:Berkeley/Results
900	Team:Berkeley/Safety
900	Team:Berkeley/Sandbox
900	Team:Berkeley/Style
900	Team:Berkeley/Team
900	Team:Berkeley/header
900	Team:Berkeley/stats
900	Team:Berkeley/style
900	Team:Berkeley/wikipictures
863	Team:Bielefeld-Germany
863	Team:Bielefeld-Germany/Achievements
863	Team:Bielefeld-Germany/Acknowledgements
863	Team:Bielefeld-Germany/Advisors
863	Team:Bielefeld-Germany/Amsterdam/Labjournal
863	Team:Bielefeld-Germany/Amsterdam/Results
863	Team:Bielefeld-Germany/Attributions
863	Team:Bielefeld-Germany/Bielefeld-University
863	Team:Bielefeld-Germany/Bielefeld 2012 Flickr css
863	Team:Bielefeld-Germany/Bielefeld 2012 Flickr js
863	Team:Bielefeld-Germany/BioBricks
863	Team:Bielefeld-Germany/Collaboration
863	Team:Bielefeld-Germany/Contact
863	Team:Bielefeld-Germany/Environment
863	Team:Bielefeld-Germany/Example
863	Team:Bielefeld-Germany/Feedback
863	Team:Bielefeld-Germany/Head
863	Team:Bielefeld-Germany/Homeleft
863	Team:Bielefeld-Germany/Homeright
863	Team:Bielefeld-Germany/Homeright2
863	Team:Bielefeld-Germany/Human Practices/CAS conference
863	Team:Bielefeld-Germany/Human Practices/Expert
863	Team:Bielefeld-Germany/Human Practices/Outreach
863	Team:Bielefeld-Germany/Human Practices/Politics
863	Team:Bielefeld-Germany/Human Practices/PosterPresentations
863	Team:Bielefeld-Germany/Human Practices/Press
863	Team:Bielefeld-Germany/Human Practices/StrategicProcess
863	Team:Bielefeld-Germany/Human Practices/StudentAcademy
863	Team:Bielefeld-Germany/Judging
863	Team:Bielefeld-Germany/Judging Criteria
863	Team:Bielefeld-Germany/Labjournal
863	Team:Bielefeld-Germany/Labjournal/Starting
863	Team:Bielefeld-Germany/Labjournal/week1
863	Team:Bielefeld-Germany/Labjournal/week10
863	Team:Bielefeld-Germany/Labjournal/week11
863	Team:Bielefeld-Germany/Labjournal/week12
863	Team:Bielefeld-Germany/Labjournal/week13
863	Team:Bielefeld-Germany/Labjournal/week14
863	Team:Bielefeld-Germany/Labjournal/week15
863	Team:Bielefeld-Germany/Labjournal/week16
863	Team:Bielefeld-Germany/Labjournal/week17
863	Team:Bielefeld-Germany/Labjournal/week18
863	Team:Bielefeld-Germany/Labjournal/week19
863	Team:Bielefeld-Germany/Labjournal/week2
863	Team:Bielefeld-Germany/Labjournal/week20
863	Team:Bielefeld-Germany/Labjournal/week21
863	Team:Bielefeld-Germany/Labjournal/week22
863	Team:Bielefeld-Germany/Labjournal/week3
863	Team:Bielefeld-Germany/Labjournal/week4
863	Team:Bielefeld-Germany/Labjournal/week5
863	Team:Bielefeld-Germany/Labjournal/week6
863	Team:Bielefeld-Germany/Labjournal/week7
863	Team:Bielefeld-Germany/Labjournal/week8
863	Team:Bielefeld-Germany/Labjournal/week9
863	Team:Bielefeld-Germany/Members
863	Team:Bielefeld-Germany/Modeling
863	Team:Bielefeld-Germany/Modell
863	Team:Bielefeld-Germany/Notebook
863	Team:Bielefeld-Germany/Outlook
863	Team:Bielefeld-Germany/Partner
863	Team:Bielefeld-Germany/Parts
863	Team:Bielefeld-Germany/Photos
863	Team:Bielefeld-Germany/Photos/Akademie
863	Team:Bielefeld-Germany/Photos/Amsterdam
863	Team:Bielefeld-Germany/Photos/Berlin
863	Team:Bielefeld-Germany/Photos/Biolymps
863	Team:Bielefeld-Germany/Photos/Bundestag
863	Team:Bielefeld-Germany/Photos/Cas
863	Team:Bielefeld-Germany/Photos/Denmark
863	Team:Bielefeld-Germany/Photos/Lab
863	Team:Bielefeld-Germany/Photos/SewagePlant
863	Team:Bielefeld-Germany/Photos/Shooting
863	Team:Bielefeld-Germany/Photos/StreetScience
863	Team:Bielefeld-Germany/Photos/Waffle
863	Team:Bielefeld-Germany/Production
863	Team:Bielefeld-Germany/Project
863	Team:Bielefeld-Germany/Project/Achievments
863	Team:Bielefeld-Germany/Project/Amsterdam
863	Team:Bielefeld-Germany/Project/Appoach
863	Team:Bielefeld-Germany/Project/Background
863	Team:Bielefeld-Germany/Project/Background/Concentrations
863	Team:Bielefeld-Germany/Project/Background/Laccase
863	Team:Bielefeld-Germany/Project/Background/Organisms
863	Team:Bielefeld-Germany/Project/Background/coli
863	Team:Bielefeld-Germany/Project/Background/ourfocus
863	Team:Bielefeld-Germany/Project/Background/thaliana
863	Team:Bielefeld-Germany/Project/Background/wastewater
863	Team:Bielefeld-Germany/Project/Database
863	Team:Bielefeld-Germany/Project/Description
863	Team:Bielefeld-Germany/Protocols
863	Team:Bielefeld-Germany/Protocols/Analytics
863	Team:Bielefeld-Germany/Protocols/Genetics
863	Team:Bielefeld-Germany/Protocols/Immobilization
863	Team:Bielefeld-Germany/Protocols/Materials
863	Team:Bielefeld-Germany/Protocols/Overview
863	Team:Bielefeld-Germany/Protocols/Production
863	Team:Bielefeld-Germany/Protocols/TeamActivity
863	Team:Bielefeld-Germany/Protocols/molecular genetics
863	Team:Bielefeld-Germany/Protocols2
863	Team:Bielefeld-Germany/Public relations Overview
863	Team:Bielefeld-Germany/Results
863	Team:Bielefeld-Germany/Results/CBD
863	Team:Bielefeld-Germany/Results/Datapage
863	Team:Bielefeld-Germany/Results/Laccases
863	Team:Bielefeld-Germany/Results/Summary
863	Team:Bielefeld-Germany/Results/cbc
863	Team:Bielefeld-Germany/Results/coli
863	Team:Bielefeld-Germany/Results/comparison
863	Team:Bielefeld-Germany/Results/halo
863	Team:Bielefeld-Germany/Results/immo
863	Team:Bielefeld-Germany/Results/london
863	Team:Bielefeld-Germany/Results/pumi
863	Team:Bielefeld-Germany/Results/substrate
863	Team:Bielefeld-Germany/Results/thermo
863	Team:Bielefeld-Germany/Results/trametis
863	Team:Bielefeld-Germany/Results/tvel5
863	Team:Bielefeld-Germany/Results/vector
863	Team:Bielefeld-Germany/Safety
863	Team:Bielefeld-Germany/Sewage treatment plant
863	Team:Bielefeld-Germany/StreetScience
863	Team:Bielefeld-Germany/Students
863	Team:Bielefeld-Germany/Students/Derya Kirasi
863	Team:Bielefeld-Germany/Students/Gabriele Kleiner
863	Team:Bielefeld-Germany/Students/Hakan Geyik
863	Team:Bielefeld-Germany/Students/Isabel Huber
863	Team:Bielefeld-Germany/Students/Kevin Jarosch
863	Team:Bielefeld-Germany/Students/Malak Fawaz
863	Team:Bielefeld-Germany/Students/Miriam Fougeras
863	Team:Bielefeld-Germany/Students/Nadine Legros
863	Team:Bielefeld-Germany/Students/Robert Braun
863	Team:Bielefeld-Germany/Team
863	Team:Bielefeld-Germany/Test
863	Team:Bielefeld-Germany/Testwoche
820	Team:Bonn
820	Team:Bonn/Activities
820	Team:Bonn/Attributions
820	Team:Bonn/Modeling
820	Team:Bonn/Notebook
820	Team:Bonn/Parts
820	Team:Bonn/Project
820	Team:Bonn/Protocols
820	Team:Bonn/Safety
820	Team:Bonn/Sponsors
820	Team:Bonn/Team
848	Team:Bordeaux
848	Team:Bordeaux/Attributions
848	Team:Bordeaux/Biobricks
848	Team:Bordeaux/Biology
848	Team:Bordeaux/Bordeaux
848	Team:Bordeaux/ConceptionModelling
848	Team:Bordeaux/ConclusionModelling
848	Team:Bordeaux/Contacts
848	Team:Bordeaux/Eighth
848	Team:Bordeaux/Eleventh
848	Team:Bordeaux/Fifth
848	Team:Bordeaux/First
848	Team:Bordeaux/Fourth
848	Team:Bordeaux/Introduction
848	Team:Bordeaux/IntroductionModelling
848	Team:Bordeaux/IntroductionProject
848	Team:Bordeaux/Laboratories
848	Team:Bordeaux/Laboratories.html
848	Team:Bordeaux/Laboratory
848	Team:Bordeaux/Material
848	Team:Bordeaux/Modeling
848	Team:Bordeaux/Modelling
848	Team:Bordeaux/Ninth
848	Team:Bordeaux/Notebook
848	Team:Bordeaux/NotebookAll
848	Team:Bordeaux/OurTeam
848	Team:Bordeaux/Overview
848	Team:Bordeaux/OverviewModelling
848	Team:Bordeaux/Partners
848	Team:Bordeaux/Parts
848	Team:Bordeaux/Project
848	Team:Bordeaux/RealisationModelling
848	Team:Bordeaux/Results
848	Team:Bordeaux/ResultsModelling
848	Team:Bordeaux/Safety
848	Team:Bordeaux/Second
848	Team:Bordeaux/Seventh
848	Team:Bordeaux/Sixth
848	Team:Bordeaux/SourceCodeModelling
848	Team:Bordeaux/Team
848	Team:Bordeaux/Tenth
848	Team:Bordeaux/Test
848	Team:Bordeaux/Third
848	Team:Bordeaux/Thirteenth
848	Team:Bordeaux/Twelfth
848	Team:Bordeaux/essai
783	Team:BostonU
783	Team:BostonU/2012.igem.org/Team:BostonU/Gold
783	Team:BostonU/Acknowledgements
783	Team:BostonU/Advancement
783	Team:BostonU/Attributions
783	Team:BostonU/Characterization
783	Team:BostonU/Clotho
783	Team:BostonU/Collaborations
783	Team:BostonU/Data
783	Team:BostonU/DataSheet
783	Team:BostonU/Gold
783	Team:BostonU/Human Practices
783	Team:BostonU/Methodology
783	Team:BostonU/MoClo
783	Team:BostonU/MoClo2
783	Team:BostonU/Modeling
783	Team:BostonU/NEGEM
783	Team:BostonU/Notebook
783	Team:BostonU/Parts
783	Team:BostonU/Project
783	Team:BostonU/Project Overview
783	Team:BostonU/Protocols
783	Team:BostonU/Results
783	Team:BostonU/Safety
783	Team:BostonU/Social
783	Team:BostonU/Team
783	Team:BostonU/Tips
783	Team:BostonU /Characterization
783	Team:BostonU /Team
804	Team:British Columbia
804	Team:British Columbia/Attributions
804	Team:British Columbia/BiobrickConstruction
804	Team:British Columbia/Consortia
804	Team:British Columbia/ConsortiaDynamics
804	Team:British Columbia/ConsortiaNotebook
804	Team:British Columbia/ConsortiaTunability
804	Team:British Columbia/Cost
804	Team:British Columbia/DSZNotebook
804	Team:British Columbia/Data
804	Team:British Columbia/Desulfurization
804	Team:British Columbia/HumanPractices
804	Team:British Columbia/Human Practices
804	Team:British Columbia/Human Practices/FAQ
804	Team:British Columbia/Human Practices/IP
804	Team:British Columbia/Human Practices/IP FAQ
804	Team:British Columbia/Human Practices/IP Survey
804	Team:British Columbia/Human Practices/Industry
804	Team:British Columbia/Human Practices/Patent FAQ
804	Team:British Columbia/Industry
804	Team:British Columbia/Interesting BioBricks
804	Team:British Columbia/Interesting Biobricks
804	Team:British Columbia/Inventory
804	Team:British Columbia/KillSwitch
804	Team:British Columbia/Killswitches to verify
804	Team:British Columbia/LabNotebook
804	Team:British Columbia/Medal
804	Team:British Columbia/Modeling
804	Team:British Columbia/New Biobricks
804	Team:British Columbia/Notebook
804	Team:British Columbia/NotebookConsortia
804	Team:British Columbia/NotebookDesulfurization
804	Team:British Columbia/NotebookKillSwitches
804	Team:British Columbia/NotebookKillSwitchesMisc
804	Team:British Columbia/NotebookMisc
804	Team:British Columbia/NotebookProtocols
804	Team:British Columbia/Parts
804	Team:British Columbia/Patent
804	Team:British Columbia/Pathway
804	Team:British Columbia/Project
804	Team:British Columbia/ProjectConsortia
804	Team:British Columbia/Protocols
804	Team:British Columbia/Protocols/AArate
804	Team:British Columbia/Protocols/Biodesulfurization
804	Team:British Columbia/Protocols/Competent Cell Production
804	Team:British Columbia/Protocols/ConsortiaFluor
804	Team:British Columbia/Protocols/DNAPrepBacteria
804	Team:British Columbia/Protocols/Electroporation
804	Team:British Columbia/Protocols/GibsonAssembly
804	Team:British Columbia/Protocols/Ligations
804	Team:British Columbia/Protocols/Monod
804	Team:British Columbia/Protocols/Restriction Digests
804	Team:British Columbia/Protocols/Site Directed Mutagenesis
804	Team:British Columbia/Results
804	Team:British Columbia/Safety
804	Team:British Columbia/Site-Directed Mutagenesis Primer Designer
804	Team:British Columbia/Site Directed Mutagenesis
804	Team:British Columbia/Team
804	Team:British Columbia/Team/Grace
804	Team:British Columbia/Team/TingChia
804	Team:British Columbia/Team:Wiki Editing Guide
804	Team:British Columbia/Team:Wiki Guide
804	Team:British Columbia/Team Collaboration/Meeting Summaries
804	Team:British Columbia/ToDoList
804	Team:British Columbia/superfish
804	Team:British Columbia/superfish2
792	Team:Buenos Aires
792	Team:Buenos Aires/Attributions
792	Team:Buenos Aires/DataPage
792	Team:Buenos Aires/HP/EMBO
792	Team:Buenos Aires/HP/GarageLab
792	Team:Buenos Aires/Modeling
792	Team:Buenos Aires/Notebook
792	Team:Buenos Aires/Parts
792	Team:Buenos Aires/Project
792	Team:Buenos Aires/Project/Abstract
792	Team:Buenos Aires/Project/Model
792	Team:Buenos Aires/Project/ModelAdvance
792	Team:Buenos Aires/Project/Schemes
792	Team:Buenos Aires/Results/BBsTesting
792	Team:Buenos Aires/Results/Bb1
792	Team:Buenos Aires/Results/Bb1/Testing
792	Team:Buenos Aires/Results/Bb2
792	Team:Buenos Aires/Results/Cloning
792	Team:Buenos Aires/Results/DevicesTesting
792	Team:Buenos Aires/Results/Strains
792	Team:Buenos Aires/Results/SynEcoTesting
792	Team:Buenos Aires/Safety
792	Team:Buenos Aires/Sponsors
792	Team:Buenos Aires/Team
792	Team:Buenos Aires/Team/BsAs
792	Team:Buenos Aires/Team/Members
792	Team:Buenos Aires/Templates/menu
792	Team:Buenos Aires/ summary
833	Team:BYUProvo
833	Team:BYUProvo/Attributions
833	Team:BYUProvo/Collaboration
833	Team:BYUProvo/Modeling
833	Team:BYUProvo/Notebook
833	Team:BYUProvo/Outreach
833	Team:BYUProvo/Parts
833	Team:BYUProvo/Project
833	Team:BYUProvo/Safety
833	Team:BYUProvo/Team
902	Team:Calgary
902	Team:Calgary/Attributions
902	Team:Calgary/ContactUs
902	Team:Calgary/DataPage
902	Team:Calgary/Demo
902	Team:Calgary/Modeling
902	Team:Calgary/Notebook
902	Team:Calgary/Notebook/Bioreactor
902	Team:Calgary/Notebook/Biosensor
902	Team:Calgary/Notebook/CatecholDegradation
902	Team:Calgary/Notebook/Decarboxylation
902	Team:Calgary/Notebook/Denitrogenation
902	Team:Calgary/Notebook/Desulfurization
902	Team:Calgary/Notebook/Electrochem
902	Team:Calgary/Notebook/FluxAnalysis
902	Team:Calgary/Notebook/HumanPractices
902	Team:Calgary/Notebook/Hydrocarbon
902	Team:Calgary/Notebook/Killswitch
902	Team:Calgary/Notebook/PromoterScreen
902	Team:Calgary/Notebook/Protocols
902	Team:Calgary/Notebook/Protocols/AmidaseAssay
902	Team:Calgary/Notebook/Protocols/Carbazole GC-MS Analysis
902	Team:Calgary/Notebook/Protocols/GC-MS Analysis
902	Team:Calgary/Notebook/Protocols/Gibson Assembly
902	Team:Calgary/Notebook/Protocols/GlycineAssays
902	Team:Calgary/Notebook/Protocols/Modelvalidation
902	Team:Calgary/Notebook/Protocols/PetroBrick Validation Assay
902	Team:Calgary/Notebook/Protocols/Prha Characterization
902	Team:Calgary/Notebook/Protocols/agarosegel
902	Team:Calgary/Notebook/Protocols/bacgrowth
902	Team:Calgary/Notebook/Protocols/bactest
902	Team:Calgary/Notebook/Protocols/carbazole
902	Team:Calgary/Notebook/Protocols/catalase
902	Team:Calgary/Notebook/Protocols/compcells
902	Team:Calgary/Notebook/Protocols/construction
902	Team:Calgary/Notebook/Protocols/cvs
902	Team:Calgary/Notebook/Protocols/decatecholization
902	Team:Calgary/Notebook/Protocols/desulfur
902	Team:Calgary/Notebook/Protocols/dmszfreezedry
902	Team:Calgary/Notebook/Protocols/dnarehydration
902	Team:Calgary/Notebook/Protocols/escapersassay
902	Team:Calgary/Notebook/Protocols/gelextraction
902	Team:Calgary/Notebook/Protocols/gemomicprep
902	Team:Calgary/Notebook/Protocols/glycerolstock
902	Team:Calgary/Notebook/Protocols/hcseptest
902	Team:Calgary/Notebook/Protocols/hctest
902	Team:Calgary/Notebook/Protocols/hdbeltskim
902	Team:Calgary/Notebook/Protocols/hpac
902	Team:Calgary/Notebook/Protocols/lbagar
902	Team:Calgary/Notebook/Protocols/m9media
902	Team:Calgary/Notebook/Protocols/mgcircuit
